Date,JCI,LQ45
02/04/1984,81.59,#N/A
03/04/1984,81.03,#N/A
04/04/1984,81.09,#N/A
05/04/1984,80.7,#N/A
06/04/1984,80.27,#N/A
09/04/1984,80.42,#N/A
10/04/1984,80.36,#N/A
11/04/1984,80.44,#N/A
12/04/1984,80.5,#N/A
13/04/1984,80.34,#N/A
16/04/1984,80.37,#N/A
17/04/1984,80.33,#N/A
18/04/1984,80.23,#N/A
19/04/1984,80.34,#N/A
20/04/1984,#N/A,#N/A
23/04/1984,80.36,#N/A
24/04/1984,80.35,#N/A
25/04/1984,80.23,#N/A
26/04/1984,80.17,#N/A
27/04/1984,80.15,#N/A
30/04/1984,80.08,#N/A
01/05/1984,80.21,#N/A
02/05/1984,80.12,#N/A
03/05/1984,79.96,#N/A
04/05/1984,79.97,#N/A
07/05/1984,80.04,#N/A
08/05/1984,80.13,#N/A
09/05/1984,80.04,#N/A
10/05/1984,79.92,#N/A
11/05/1984,79.83,#N/A
14/05/1984,#N/A,#N/A
15/05/1984,79.77,#N/A
16/05/1984,79.63,#N/A
17/05/1984,79.55,#N/A
18/05/1984,79.28,#N/A
21/05/1984,79.07,#N/A
22/05/1984,78.9,#N/A
23/05/1984,78.93,#N/A
24/05/1984,79,#N/A
25/05/1984,78.99,#N/A
28/05/1984,79.17,#N/A
29/05/1984,79.36,#N/A
30/05/1984,79.59,#N/A
31/05/1984,#N/A,#N/A
01/06/1984,79.59,#N/A
04/06/1984,79.74,#N/A
05/06/1984,79.53,#N/A
06/06/1984,79.57,#N/A
07/06/1984,78.94,#N/A
08/06/1984,78.87,#N/A
11/06/1984,78.86,#N/A
12/06/1984,78.9,#N/A
13/06/1984,78.6,#N/A
14/06/1984,78.86,#N/A
15/06/1984,78.86,#N/A
18/06/1984,78.84,#N/A
19/06/1984,78.7,#N/A
20/06/1984,78.82,#N/A
21/06/1984,78.6,#N/A
22/06/1984,78.43,#N/A
25/06/1984,78.39,#N/A
26/06/1984,78.39,#N/A
27/06/1984,78.39,#N/A
28/06/1984,#N/A,#N/A
29/06/1984,#N/A,#N/A
02/07/1984,#N/A,#N/A
03/07/1984,#N/A,#N/A
04/07/1984,78.4,#N/A
05/07/1984,78.36,#N/A
06/07/1984,78.31,#N/A
09/07/1984,78.34,#N/A
10/07/1984,78.35,#N/A
11/07/1984,78.4,#N/A
12/07/1984,78.34,#N/A
13/07/1984,78.35,#N/A
16/07/1984,78.29,#N/A
17/07/1984,78.24,#N/A
18/07/1984,78.24,#N/A
19/07/1984,78.24,#N/A
20/07/1984,77.86,#N/A
23/07/1984,77.88,#N/A
24/07/1984,#N/A,#N/A
25/07/1984,77.38,#N/A
26/07/1984,77.34,#N/A
27/07/1984,77.33,#N/A
30/07/1984,77.08,#N/A
31/07/1984,77.07,#N/A
01/08/1984,77.09,#N/A
02/08/1984,76.98,#N/A
03/08/1984,77.09,#N/A
06/08/1984,77,#N/A
07/08/1984,76.95,#N/A
08/08/1984,76.94,#N/A
09/08/1984,76.71,#N/A
10/08/1984,76.42,#N/A
13/08/1984,76.55,#N/A
14/08/1984,76.55,#N/A
15/08/1984,76.51,#N/A
16/08/1984,76.22,#N/A
17/08/1984,#N/A,#N/A
20/08/1984,76.22,#N/A
21/08/1984,76.1,#N/A
22/08/1984,76.05,#N/A
23/08/1984,75.93,#N/A
24/08/1984,75.93,#N/A
27/08/1984,75.84,#N/A
28/08/1984,75.68,#N/A
29/08/1984,75.55,#N/A
30/08/1984,75.55,#N/A
31/08/1984,75.48,#N/A
03/09/1984,75.48,#N/A
04/09/1984,75.48,#N/A
05/09/1984,75.49,#N/A
06/09/1984,#N/A,#N/A
07/09/1984,75.33,#N/A
10/09/1984,#N/A,#N/A
11/09/1984,75.28,#N/A
12/09/1984,75.37,#N/A
13/09/1984,75.32,#N/A
14/09/1984,75.2,#N/A
17/09/1984,75.23,#N/A
18/09/1984,75.23,#N/A
19/09/1984,74.8,#N/A
20/09/1984,74.37,#N/A
21/09/1984,74.2,#N/A
24/09/1984,74.03,#N/A
25/09/1984,74.1,#N/A
26/09/1984,#N/A,#N/A
27/09/1984,74.1,#N/A
28/09/1984,74.1,#N/A
01/10/1984,73.9,#N/A
02/10/1984,73.85,#N/A
03/10/1984,73.63,#N/A
04/10/1984,73.33,#N/A
05/10/1984,73.26,#N/A
08/10/1984,73.25,#N/A
09/10/1984,73.3,#N/A
10/10/1984,73.33,#N/A
11/10/1984,73.33,#N/A
12/10/1984,73.3,#N/A
15/10/1984,73.09,#N/A
16/10/1984,73.1,#N/A
17/10/1984,73.1,#N/A
18/10/1984,73.11,#N/A
19/10/1984,72.63,#N/A
22/10/1984,#N/A,#N/A
23/10/1984,72.03,#N/A
24/10/1984,71.94,#N/A
25/10/1984,71.97,#N/A
26/10/1984,71.97,#N/A
29/10/1984,72.05,#N/A
30/10/1984,72.02,#N/A
31/10/1984,72.02,#N/A
01/11/1984,72.02,#N/A
02/11/1984,71.7,#N/A
05/11/1984,71.62,#N/A
06/11/1984,71.63,#N/A
07/11/1984,71.02,#N/A
08/11/1984,71.15,#N/A
09/11/1984,71.16,#N/A
12/11/1984,71.11,#N/A
13/11/1984,71.1,#N/A
14/11/1984,70.94,#N/A
15/11/1984,70.94,#N/A
16/11/1984,70.78,#N/A
19/11/1984,70.93,#N/A
20/11/1984,69.71,#N/A
21/11/1984,70.03,#N/A
22/11/1984,69.82,#N/A
23/11/1984,69.93,#N/A
26/11/1984,70.21,#N/A
27/11/1984,70.35,#N/A
28/11/1984,70.41,#N/A
29/11/1984,70.52,#N/A
30/11/1984,71.02,#N/A
03/12/1984,71.08,#N/A
04/12/1984,71.16,#N/A
05/12/1984,#N/A,#N/A
06/12/1984,71.11,#N/A
07/12/1984,71.26,#N/A
10/12/1984,71.37,#N/A
11/12/1984,71.2,#N/A
12/12/1984,69.84,#N/A
13/12/1984,69.54,#N/A
14/12/1984,69.23,#N/A
17/12/1984,68.87,#N/A
18/12/1984,68.83,#N/A
19/12/1984,68.82,#N/A
20/12/1984,68.82,#N/A
21/12/1984,68.38,#N/A
24/12/1984,68.11,#N/A
25/12/1984,#N/A,#N/A
26/12/1984,68.08,#N/A
27/12/1984,67.81,#N/A
28/12/1984,67.68,#N/A
31/12/1984,#N/A,#N/A
01/01/1985,#N/A,#N/A
02/01/1985,67.82,#N/A
03/01/1985,67.82,#N/A
04/01/1985,69.09,#N/A
07/01/1985,68.23,#N/A
08/01/1985,68.43,#N/A
09/01/1985,68.44,#N/A
10/01/1985,68.81,#N/A
11/01/1985,69.07,#N/A
14/01/1985,69.86,#N/A
15/01/1985,#N/A,#N/A
16/01/1985,70.09,#N/A
17/01/1985,70.25,#N/A
18/01/1985,70.25,#N/A
21/01/1985,70.24,#N/A
22/01/1985,70.73,#N/A
23/01/1985,70.9,#N/A
24/01/1985,71.05,#N/A
25/01/1985,71.2,#N/A
28/01/1985,71.3,#N/A
29/01/1985,71.5,#N/A
30/01/1985,71.61,#N/A
31/01/1985,71.87,#N/A
01/02/1985,72.19,#N/A
04/02/1985,72.19,#N/A
05/02/1985,71.16,#N/A
06/02/1985,71.24,#N/A
07/02/1985,71.22,#N/A
08/02/1985,71.36,#N/A
11/02/1985,71.41,#N/A
12/02/1985,71.39,#N/A
13/02/1985,71.44,#N/A
14/02/1985,71.32,#N/A
15/02/1985,71.11,#N/A
18/02/1985,71.14,#N/A
19/02/1985,71.19,#N/A
20/02/1985,71.19,#N/A
21/02/1985,71.3,#N/A
22/02/1985,71.59,#N/A
25/02/1985,71.83,#N/A
26/02/1985,72.23,#N/A
27/02/1985,72.13,#N/A
28/02/1985,72.19,#N/A
01/03/1985,72.28,#N/A
04/03/1985,72.52,#N/A
05/03/1985,72.53,#N/A
06/03/1985,72.58,#N/A
07/03/1985,72.65,#N/A
08/03/1985,72.59,#N/A
11/03/1985,72.62,#N/A
12/03/1985,72.5,#N/A
13/03/1985,72.51,#N/A
14/03/1985,72.32,#N/A
15/03/1985,72.26,#N/A
18/03/1985,72.06,#N/A
19/03/1985,71.96,#N/A
20/03/1985,71.92,#N/A
21/03/1985,71.87,#N/A
22/03/1985,#N/A,#N/A
25/03/1985,71.7,#N/A
26/03/1985,71.48,#N/A
27/03/1985,71.39,#N/A
28/03/1985,71.31,#N/A
29/03/1985,71.26,#N/A
01/04/1985,71.26,#N/A
02/04/1985,71.28,#N/A
03/04/1985,71.28,#N/A
04/04/1985,71.25,#N/A
05/04/1985,#N/A,#N/A
08/04/1985,71.33,#N/A
09/04/1985,71.19,#N/A
10/04/1985,70.88,#N/A
11/04/1985,70.88,#N/A
12/04/1985,70.8,#N/A
15/04/1985,70.83,#N/A
16/04/1985,70.78,#N/A
17/04/1985,70.81,#N/A
18/04/1985,#N/A,#N/A
19/04/1985,70.76,#N/A
22/04/1985,70.72,#N/A
23/04/1985,70.56,#N/A
24/04/1985,70.41,#N/A
25/04/1985,70.32,#N/A
26/04/1985,70.22,#N/A
29/04/1985,70.28,#N/A
30/04/1985,70.14,#N/A
01/05/1985,70.14,#N/A
02/05/1985,#N/A,#N/A
03/05/1985,70.14,#N/A
06/05/1985,69.36,#N/A
07/05/1985,69.35,#N/A
08/05/1985,69.36,#N/A
09/05/1985,69.33,#N/A
10/05/1985,69.28,#N/A
13/05/1985,69.25,#N/A
14/05/1985,69.25,#N/A
15/05/1985,68.33,#N/A
16/05/1985,#N/A,#N/A
17/05/1985,68.1,#N/A
20/05/1985,68.21,#N/A
21/05/1985,67.77,#N/A
22/05/1985,67.8,#N/A
23/05/1985,67.06,#N/A
24/05/1985,67.04,#N/A
27/05/1985,67.04,#N/A
28/05/1985,66.4,#N/A
29/05/1985,66.24,#N/A
30/05/1985,66.24,#N/A
31/05/1985,66.6,#N/A
03/06/1985,#N/A,#N/A
04/06/1985,66.91,#N/A
05/06/1985,66.76,#N/A
06/06/1985,66.06,#N/A
07/06/1985,65.56,#N/A
10/06/1985,65.56,#N/A
11/06/1985,65.47,#N/A
12/06/1985,#N/A,#N/A
13/06/1985,65.47,#N/A
14/06/1985,65.49,#N/A
17/06/1985,65.44,#N/A
18/06/1985,#N/A,#N/A
19/06/1985,#N/A,#N/A
20/06/1985,#N/A,#N/A
21/06/1985,#N/A,#N/A
24/06/1985,#N/A,#N/A
25/06/1985,65.44,#N/A
26/06/1985,65.44,#N/A
27/06/1985,65.44,#N/A
28/06/1985,65.44,#N/A
01/07/1985,65.41,#N/A
02/07/1985,65.45,#N/A
03/07/1985,65.38,#N/A
04/07/1985,65.59,#N/A
05/07/1985,65.59,#N/A
08/07/1985,65.59,#N/A
09/07/1985,65.67,#N/A
10/07/1985,65.7,#N/A
11/07/1985,65.91,#N/A
12/07/1985,65.84,#N/A
15/07/1985,65.48,#N/A
16/07/1985,65.12,#N/A
17/07/1985,65.32,#N/A
18/07/1985,65.32,#N/A
19/07/1985,65.56,#N/A
22/07/1985,65.66,#N/A
23/07/1985,65.72,#N/A
24/07/1985,65.77,#N/A
25/07/1985,65.88,#N/A
26/07/1985,65.99,#N/A
29/07/1985,66.09,#N/A
30/07/1985,66.24,#N/A
31/07/1985,66.27,#N/A
01/08/1985,66.3,#N/A
02/08/1985,66.25,#N/A
05/08/1985,66.3,#N/A
06/08/1985,66.4,#N/A
07/08/1985,66.4,#N/A
08/08/1985,66.4,#N/A
09/08/1985,66.45,#N/A
12/08/1985,66.48,#N/A
13/08/1985,66.55,#N/A
14/08/1985,66.55,#N/A
15/08/1985,66.55,#N/A
16/08/1985,66.69,#N/A
19/08/1985,66.76,#N/A
20/08/1985,66.83,#N/A
21/08/1985,67,#N/A
22/08/1985,#N/A,#N/A
23/08/1985,67.1,#N/A
26/08/1985,#N/A,#N/A
27/08/1985,67.57,#N/A
28/08/1985,67.69,#N/A
29/08/1985,67.78,#N/A
30/08/1985,67.85,#N/A
02/09/1985,68.12,#N/A
03/09/1985,68.12,#N/A
04/09/1985,68.04,#N/A
05/09/1985,68.02,#N/A
06/09/1985,68.06,#N/A
09/09/1985,68.02,#N/A
10/09/1985,#N/A,#N/A
11/09/1985,68.2,#N/A
12/09/1985,68.2,#N/A
13/09/1985,68.27,#N/A
16/09/1985,#N/A,#N/A
17/09/1985,68.27,#N/A
18/09/1985,68.3,#N/A
19/09/1985,68.33,#N/A
20/09/1985,68.05,#N/A
23/09/1985,68,#N/A
24/09/1985,67.93,#N/A
25/09/1985,68.04,#N/A
26/09/1985,68.04,#N/A
27/09/1985,68.04,#N/A
30/09/1985,67.71,#N/A
01/10/1985,67.73,#N/A
02/10/1985,67.41,#N/A
03/10/1985,67.48,#N/A
04/10/1985,67.48,#N/A
07/10/1985,67.53,#N/A
08/10/1985,67.49,#N/A
09/10/1985,67.5,#N/A
10/10/1985,67.57,#N/A
11/10/1985,67.46,#N/A
14/10/1985,67.42,#N/A
15/10/1985,67.69,#N/A
16/10/1985,67.69,#N/A
17/10/1985,67.7,#N/A
18/10/1985,67.7,#N/A
21/10/1985,67.7,#N/A
22/10/1985,67.76,#N/A
23/10/1985,67.7,#N/A
24/10/1985,68.01,#N/A
25/10/1985,68.01,#N/A
28/10/1985,67.99,#N/A
29/10/1985,68.1,#N/A
30/10/1985,68.53,#N/A
31/10/1985,68.53,#N/A
01/11/1985,68.53,#N/A
04/11/1985,68.55,#N/A
05/11/1985,68.45,#N/A
06/11/1985,68.46,#N/A
07/11/1985,67.88,#N/A
08/11/1985,68.07,#N/A
11/11/1985,67.9,#N/A
12/11/1985,67.71,#N/A
13/11/1985,67.71,#N/A
14/11/1985,67.71,#N/A
15/11/1985,67.49,#N/A
18/11/1985,67.45,#N/A
19/11/1985,66.83,#N/A
20/11/1985,66.87,#N/A
21/11/1985,#N/A,#N/A
22/11/1985,66.87,#N/A
25/11/1985,#N/A,#N/A
26/11/1985,66.79,#N/A
27/11/1985,66.79,#N/A
28/11/1985,66.75,#N/A
29/11/1985,66.88,#N/A
02/12/1985,66.74,#N/A
03/12/1985,66.92,#N/A
04/12/1985,66.87,#N/A
05/12/1985,66.7,#N/A
06/12/1985,66.6,#N/A
09/12/1985,66.77,#N/A
10/12/1985,66.72,#N/A
11/12/1985,66.83,#N/A
12/12/1985,66.77,#N/A
13/12/1985,66.86,#N/A
16/12/1985,66.81,#N/A
17/12/1985,66.76,#N/A
18/12/1985,66.86,#N/A
19/12/1985,66.76,#N/A
20/12/1985,66.73,#N/A
23/12/1985,66.53,#N/A
24/12/1985,66.53,#N/A
25/12/1985,#N/A,#N/A
26/12/1985,66.53,#N/A
27/12/1985,66.53,#N/A
30/12/1985,#N/A,#N/A
31/12/1985,#N/A,#N/A
01/01/1986,#N/A,#N/A
02/01/1986,66.53,#N/A
03/01/1986,66.32,#N/A
06/01/1986,66.32,#N/A
07/01/1986,66.23,#N/A
08/01/1986,65.97,#N/A
09/01/1986,65.97,#N/A
10/01/1986,65.97,#N/A
13/01/1986,66.17,#N/A
14/01/1986,66.22,#N/A
15/01/1986,66.24,#N/A
16/01/1986,66.16,#N/A
17/01/1986,66.14,#N/A
20/01/1986,66.14,#N/A
21/01/1986,66.24,#N/A
22/01/1986,66.24,#N/A
23/01/1986,66.24,#N/A
24/01/1986,66.68,#N/A
27/01/1986,66.88,#N/A
28/01/1986,66.86,#N/A
29/01/1986,67.02,#N/A
30/01/1986,66.62,#N/A
31/01/1986,66.83,#N/A
03/02/1986,66.83,#N/A
04/02/1986,66.67,#N/A
05/02/1986,66.65,#N/A
06/02/1986,66.65,#N/A
07/02/1986,#N/A,#N/A
10/02/1986,66.63,#N/A
11/02/1986,66.63,#N/A
12/02/1986,66.63,#N/A
13/02/1986,66.69,#N/A
14/02/1986,66.73,#N/A
17/02/1986,66.69,#N/A
18/02/1986,66.69,#N/A
19/02/1986,66.48,#N/A
20/02/1986,66.58,#N/A
21/02/1986,#N/A,#N/A
24/02/1986,66.58,#N/A
25/02/1986,66.68,#N/A
26/02/1986,66.68,#N/A
27/02/1986,66.64,#N/A
28/02/1986,66.64,#N/A
03/03/1986,66.23,#N/A
04/03/1986,66.28,#N/A
05/03/1986,66.26,#N/A
06/03/1986,66.21,#N/A
07/03/1986,66.21,#N/A
10/03/1986,66.27,#N/A
11/03/1986,66.25,#N/A
12/03/1986,#N/A,#N/A
13/03/1986,66.23,#N/A
14/03/1986,66.25,#N/A
17/03/1986,66.25,#N/A
18/03/1986,66.25,#N/A
19/03/1986,66.15,#N/A
20/03/1986,66.51,#N/A
21/03/1986,66.45,#N/A
24/03/1986,66.14,#N/A
25/03/1986,66,#N/A
26/03/1986,66.02,#N/A
27/03/1986,66.02,#N/A
28/03/1986,#N/A,#N/A
31/03/1986,66.07,#N/A
01/04/1986,66.08,#N/A
02/04/1986,66.03,#N/A
03/04/1986,65.94,#N/A
04/04/1986,65.89,#N/A
07/04/1986,#N/A,#N/A
08/04/1986,65.89,#N/A
09/04/1986,66,#N/A
10/04/1986,65.88,#N/A
11/04/1986,65.88,#N/A
14/04/1986,65.96,#N/A
15/04/1986,65.48,#N/A
16/04/1986,65.48,#N/A
17/04/1986,65.33,#N/A
18/04/1986,65.33,#N/A
21/04/1986,65.38,#N/A
22/04/1986,65.43,#N/A
23/04/1986,65.43,#N/A
24/04/1986,65.43,#N/A
25/04/1986,65.43,#N/A
28/04/1986,65.5,#N/A
29/04/1986,65.5,#N/A
30/04/1986,65.5,#N/A
01/05/1986,65.75,#N/A
02/05/1986,#N/A,#N/A
05/05/1986,65.79,#N/A
06/05/1986,65.79,#N/A
07/05/1986,65.88,#N/A
08/05/1986,#N/A,#N/A
09/05/1986,65.78,#N/A
12/05/1986,65.79,#N/A
13/05/1986,65.86,#N/A
14/05/1986,65.82,#N/A
15/05/1986,65.81,#N/A
16/05/1986,65.76,#N/A
19/05/1986,65.8,#N/A
20/05/1986,65.9,#N/A
21/05/1986,65.87,#N/A
22/05/1986,65.67,#N/A
23/05/1986,65.63,#N/A
26/05/1986,65.58,#N/A
27/05/1986,65.72,#N/A
28/05/1986,65.92,#N/A
29/05/1986,65.91,#N/A
30/05/1986,65.92,#N/A
02/06/1986,65.92,#N/A
03/06/1986,65.96,#N/A
04/06/1986,66,#N/A
05/06/1986,64.89,#N/A
06/06/1986,#N/A,#N/A
09/06/1986,#N/A,#N/A
10/06/1986,#N/A,#N/A
11/06/1986,#N/A,#N/A
12/06/1986,64.94,#N/A
13/06/1986,#N/A,#N/A
16/06/1986,64.95,#N/A
17/06/1986,65.1,#N/A
18/06/1986,65.26,#N/A
19/06/1986,65.19,#N/A
20/06/1986,65.2,#N/A
23/06/1986,65.09,#N/A
24/06/1986,65.09,#N/A
25/06/1986,65.07,#N/A
26/06/1986,65.07,#N/A
27/06/1986,64.37,#N/A
30/06/1986,64.37,#N/A
01/07/1986,64.33,#N/A
02/07/1986,64.51,#N/A
03/07/1986,63.57,#N/A
04/07/1986,63.51,#N/A
07/07/1986,63.46,#N/A
08/07/1986,63.51,#N/A
09/07/1986,63.69,#N/A
10/07/1986,63.65,#N/A
11/07/1986,63.65,#N/A
14/07/1986,63.65,#N/A
15/07/1986,63.65,#N/A
16/07/1986,63.65,#N/A
17/07/1986,63.65,#N/A
18/07/1986,63.66,#N/A
21/07/1986,63.68,#N/A
22/07/1986,63.71,#N/A
23/07/1986,63.63,#N/A
24/07/1986,63.63,#N/A
25/07/1986,63.64,#N/A
28/07/1986,63.55,#N/A
29/07/1986,63.45,#N/A
30/07/1986,63.31,#N/A
31/07/1986,63.29,#N/A
01/08/1986,63.3,#N/A
04/08/1986,63.3,#N/A
05/08/1986,63.3,#N/A
06/08/1986,63.09,#N/A
07/08/1986,62.67,#N/A
08/08/1986,62.53,#N/A
11/08/1986,62.42,#N/A
12/08/1986,62.36,#N/A
13/08/1986,62.5,#N/A
14/08/1986,62.52,#N/A
15/08/1986,62.29,#N/A
18/08/1986,62.24,#N/A
19/08/1986,61.97,#N/A
20/08/1986,61.97,#N/A
21/08/1986,61.97,#N/A
22/08/1986,61.97,#N/A
25/08/1986,61.97,#N/A
26/08/1986,61.67,#N/A
27/08/1986,61.71,#N/A
28/08/1986,61.71,#N/A
29/08/1986,61.71,#N/A
01/09/1986,61.77,#N/A
02/09/1986,61.62,#N/A
03/09/1986,61.62,#N/A
04/09/1986,61.62,#N/A
05/09/1986,#N/A,#N/A
08/09/1986,61.58,#N/A
09/09/1986,61.58,#N/A
10/09/1986,61.63,#N/A
11/09/1986,61.63,#N/A
12/09/1986,61.62,#N/A
15/09/1986,61.62,#N/A
16/09/1986,61.68,#N/A
17/09/1986,61.76,#N/A
18/09/1986,61.94,#N/A
19/09/1986,61.95,#N/A
22/09/1986,61.97,#N/A
23/09/1986,61.97,#N/A
24/09/1986,61.81,#N/A
25/09/1986,61.82,#N/A
26/09/1986,61.99,#N/A
29/09/1986,62.03,#N/A
30/09/1986,61.82,#N/A
01/10/1986,61.82,#N/A
02/10/1986,61.91,#N/A
03/10/1986,62.39,#N/A
06/10/1986,62.8,#N/A
07/10/1986,63.01,#N/A
08/10/1986,63.06,#N/A
09/10/1986,63.06,#N/A
10/10/1986,63.06,#N/A
13/10/1986,63.47,#N/A
14/10/1986,64.2,#N/A
15/10/1986,64.9,#N/A
16/10/1986,65.21,#N/A
17/10/1986,65.75,#N/A
20/10/1986,64.92,#N/A
21/10/1986,64.92,#N/A
22/10/1986,65.3,#N/A
23/10/1986,65.35,#N/A
24/10/1986,64.46,#N/A
27/10/1986,65.46,#N/A
28/10/1986,65.45,#N/A
29/10/1986,65.64,#N/A
30/10/1986,65.71,#N/A
31/10/1986,65.8,#N/A
03/11/1986,66.2,#N/A
04/11/1986,66.2,#N/A
05/11/1986,66.11,#N/A
06/11/1986,66.1,#N/A
07/11/1986,65.95,#N/A
10/11/1986,65.13,#N/A
11/11/1986,64.53,#N/A
12/11/1986,64.43,#N/A
13/11/1986,64.46,#N/A
14/11/1986,#N/A,#N/A
17/11/1986,64.56,#N/A
18/11/1986,61.56,#N/A
19/11/1986,65.03,#N/A
20/11/1986,65.26,#N/A
21/11/1986,65.31,#N/A
24/11/1986,65.51,#N/A
25/11/1986,65.91,#N/A
26/11/1986,66.09,#N/A
27/11/1986,66.91,#N/A
28/11/1986,66.95,#N/A
01/12/1986,67.71,#N/A
02/12/1986,67.96,#N/A
03/12/1986,68.64,#N/A
04/12/1986,68.33,#N/A
05/12/1986,68.48,#N/A
08/12/1986,68.53,#N/A
09/12/1986,68.72,#N/A
10/12/1986,68.7,#N/A
11/12/1986,68.81,#N/A
12/12/1986,68.91,#N/A
15/12/1986,68.91,#N/A
16/12/1986,69.04,#N/A
17/12/1986,69.12,#N/A
18/12/1986,69.1,#N/A
19/12/1986,69.19,#N/A
22/12/1986,69.26,#N/A
23/12/1986,69.31,#N/A
24/12/1986,69.65,#N/A
25/12/1986,#N/A,#N/A
26/12/1986,69.69,#N/A
29/12/1986,69.69,#N/A
30/12/1986,#N/A,#N/A
31/12/1986,#N/A,#N/A
01/01/1987,#N/A,#N/A
02/01/1987,69.69,#N/A
05/01/1987,69.69,#N/A
06/01/1987,69.77,#N/A
07/01/1987,69.72,#N/A
08/01/1987,69.72,#N/A
09/01/1987,69.74,#N/A
12/01/1987,69.74,#N/A
13/01/1987,69.74,#N/A
14/01/1987,69.38,#N/A
15/01/1987,69.58,#N/A
16/01/1987,69.66,#N/A
19/01/1987,69.76,#N/A
20/01/1987,70.02,#N/A
21/01/1987,70.05,#N/A
22/01/1987,70.15,#N/A
23/01/1987,70.15,#N/A
26/01/1987,70.15,#N/A
27/01/1987,70.1,#N/A
28/01/1987,70.1,#N/A
29/01/1987,70.15,#N/A
30/01/1987,70.1,#N/A
02/02/1987,70.17,#N/A
03/02/1987,70.35,#N/A
04/02/1987,70.22,#N/A
05/02/1987,70.27,#N/A
06/02/1987,70.41,#N/A
09/02/1987,70.34,#N/A
10/02/1987,70.34,#N/A
11/02/1987,#N/A,#N/A
12/02/1987,70.34,#N/A
13/02/1987,70.39,#N/A
16/02/1987,70.82,#N/A
17/02/1987,70.82,#N/A
18/02/1987,70.82,#N/A
19/02/1987,71.11,#N/A
20/02/1987,71.1,#N/A
23/02/1987,71.19,#N/A
24/02/1987,71.24,#N/A
25/02/1987,71.44,#N/A
26/02/1987,71.44,#N/A
27/02/1987,71.54,#N/A
02/03/1987,71.02,#N/A
03/03/1987,71.79,#N/A
04/03/1987,71.77,#N/A
05/03/1987,71.89,#N/A
06/03/1987,71.87,#N/A
09/03/1987,72.04,#N/A
10/03/1987,72.14,#N/A
11/03/1987,72.16,#N/A
12/03/1987,72.22,#N/A
13/03/1987,72.78,#N/A
16/03/1987,72.87,#N/A
17/03/1987,72.83,#N/A
18/03/1987,72.83,#N/A
19/03/1987,78.86,#N/A
20/03/1987,72.81,#N/A
23/03/1987,72.93,#N/A
24/03/1987,73.01,#N/A
25/03/1987,73.44,#N/A
26/03/1987,73.57,#N/A
27/03/1987,#N/A,#N/A
30/03/1987,74.21,#N/A
31/03/1987,#N/A,#N/A
01/04/1987,74.36,#N/A
02/04/1987,74.31,#N/A
03/04/1987,74.27,#N/A
06/04/1987,74.28,#N/A
07/04/1987,74.31,#N/A
08/04/1987,74.32,#N/A
09/04/1987,74.77,#N/A
10/04/1987,74.94,#N/A
13/04/1987,74.99,#N/A
14/04/1987,74.99,#N/A
15/04/1987,74.96,#N/A
16/04/1987,74.96,#N/A
17/04/1987,#N/A,#N/A
20/04/1987,74.94,#N/A
21/04/1987,74.96,#N/A
22/04/1987,75.02,#N/A
23/04/1987,75.02,#N/A
24/04/1987,75.03,#N/A
27/04/1987,75.03,#N/A
28/04/1987,75.04,#N/A
29/04/1987,75.25,#N/A
30/04/1987,75.21,#N/A
01/05/1987,75.19,#N/A
04/05/1987,75.27,#N/A
05/05/1987,75.89,#N/A
06/05/1987,76.13,#N/A
07/05/1987,76.39,#N/A
08/05/1987,77.2,#N/A
11/05/1987,77.39,#N/A
12/05/1987,77.43,#N/A
13/05/1987,#N/A,#N/A
14/05/1987,77.6,#N/A
15/05/1987,77.77,#N/A
18/05/1987,77.77,#N/A
19/05/1987,78.32,#N/A
20/05/1987,78.32,#N/A
21/05/1987,78.32,#N/A
22/05/1987,78.24,#N/A
25/05/1987,78.85,#N/A
26/05/1987,78.86,#N/A
27/05/1987,#N/A,#N/A
28/05/1987,#N/A,#N/A
29/05/1987,#N/A,#N/A
01/06/1987,#N/A,#N/A
02/06/1987,78.87,#N/A
03/06/1987,78.9,#N/A
04/06/1987,78.87,#N/A
05/06/1987,78.88,#N/A
08/06/1987,78.99,#N/A
09/06/1987,79.04,#N/A
10/06/1987,78.39,#N/A
11/06/1987,78.35,#N/A
12/06/1987,78.3,#N/A
15/06/1987,78.75,#N/A
16/06/1987,78.75,#N/A
17/06/1987,78.71,#N/A
18/06/1987,78.71,#N/A
19/06/1987,78.77,#N/A
22/06/1987,78.79,#N/A
23/06/1987,78.98,#N/A
24/06/1987,78.98,#N/A
25/06/1987,78.88,#N/A
26/06/1987,#N/A,#N/A
29/06/1987,78.86,#N/A
30/06/1987,78.86,#N/A
01/07/1987,78.93,#N/A
02/07/1987,79.02,#N/A
03/07/1987,79.02,#N/A
06/07/1987,79.02,#N/A
07/07/1987,78.95,#N/A
08/07/1987,78.95,#N/A
09/07/1987,78.89,#N/A
10/07/1987,78.94,#N/A
13/07/1987,78.84,#N/A
14/07/1987,78.77,#N/A
15/07/1987,78.76,#N/A
16/07/1987,78.76,#N/A
17/07/1987,78.76,#N/A
20/07/1987,78.66,#N/A
21/07/1987,78,#N/A
22/07/1987,78.01,#N/A
23/07/1987,78.01,#N/A
24/07/1987,78.14,#N/A
27/07/1987,78.37,#N/A
28/07/1987,78.22,#N/A
29/07/1987,78.22,#N/A
30/07/1987,78.22,#N/A
31/07/1987,78.02,#N/A
03/08/1987,78.42,#N/A
