Date,JCI,LQ45
25/03/1993,#N/A,#N/A
26/03/1993,#N/A,#N/A
29/03/1993,310.504,#N/A
30/03/1993,311.273,#N/A
31/03/1993,310.758,#N/A
01/04/1993,311.125,#N/A
02/04/1993,310.078,#N/A
05/04/1993,309.601,#N/A
06/04/1993,309.346,#N/A
07/04/1993,308.371,#N/A
08/04/1993,307.81,#N/A
09/04/1993,#N/A,#N/A
12/04/1993,308.445,#N/A
13/04/1993,307.227,#N/A
14/04/1993,307.283,#N/A
15/04/1993,308.673,#N/A
16/04/1993,308.68,#N/A
19/04/1993,310.488,#N/A
20/04/1993,312.001,#N/A
21/04/1993,312.002,#N/A
22/04/1993,311.283,#N/A
23/04/1993,310.778,#N/A
26/04/1993,311.142,#N/A
27/04/1993,311.265,#N/A
28/04/1993,312.187,#N/A
29/04/1993,313.215,#N/A
30/04/1993,314.099,#N/A
03/05/1993,313.688,#N/A
04/05/1993,313.912,#N/A
05/05/1993,313.607,#N/A
06/05/1993,315.075,#N/A
07/05/1993,315.075,#N/A
10/05/1993,316.372,#N/A
11/05/1993,316.409,#N/A
12/05/1993,319.121,#N/A
13/05/1993,321.842,#N/A
14/05/1993,323.547,#N/A
17/05/1993,325.434,#N/A
18/05/1993,325.316,#N/A
19/05/1993,326.411,#N/A
20/05/1993,#N/A,#N/A
21/05/1993,326.437,#N/A
24/05/1993,328.797,#N/A
25/05/1993,330.636,#N/A
26/05/1993,331.914,#N/A
27/05/1993,333.924,#N/A
28/05/1993,337.372,#N/A
31/05/1993,341.85,#N/A
01/06/1993,345.991,#N/A
02/06/1993,345.991,#N/A
03/06/1993,349.817,#N/A
04/06/1993,349.662,#N/A
07/06/1993,349.343,#N/A
08/06/1993,349.343,#N/A
09/06/1993,352.826,#N/A
10/06/1993,351.38,#N/A
11/06/1993,350.296,#N/A
14/06/1993,351.344,#N/A
15/06/1993,#N/A,#N/A
16/06/1993,#N/A,#N/A
17/06/1993,#N/A,#N/A
18/06/1993,355.636,#N/A
21/06/1993,#N/A,#N/A
22/06/1993,356.175,#N/A
23/06/1993,358.383,#N/A
24/06/1993,358.394,#N/A
25/06/1993,358.889,#N/A
28/06/1993,358.624,#N/A
29/06/1993,#N/A,#N/A
30/06/1993,#N/A,#N/A
01/07/1993,360.534,#N/A
02/07/1993,360.724,#N/A
05/07/1993,#N/A,#N/A
06/07/1993,361.05,#N/A
07/07/1993,360.277,#N/A
08/07/1993,360.126,#N/A
09/07/1993,359.672,#N/A
12/07/1993,359.423,#N/A
13/07/1993,356.755,#N/A
14/07/1993,357.192,#N/A
15/07/1993,356.576,#N/A
16/07/1993,356.742,#N/A
19/07/1993,#N/A,#N/A
20/07/1993,354.826,#N/A
21/07/1993,355.073,#N/A
22/07/1993,#N/A,#N/A
23/07/1993,#N/A,#N/A
26/07/1993,355.329,#N/A
27/07/1993,355.498,#N/A
28/07/1993,354.639,#N/A
29/07/1993,#N/A,#N/A
30/07/1993,356.721,#N/A
02/08/1993,356.842,#N/A
03/08/1993,358.13,#N/A
04/08/1993,358.69,#N/A
05/08/1993,359.999,#N/A
06/08/1993,362.607,#N/A
09/08/1993,364.525,#N/A
10/08/1993,369.83,#N/A
11/08/1993,377.354,#N/A
12/08/1993,380.289,#N/A
13/08/1993,379.941,#N/A
16/08/1993,382.014,#N/A
17/08/1993,#N/A,#N/A
18/08/1993,383.429,#N/A
19/08/1993,384.816,#N/A
20/08/1993,387.91,#N/A
23/08/1993,390.175,#N/A
24/08/1993,393.631,#N/A
25/08/1993,398.491,#N/A
26/08/1993,405.561,#N/A
27/08/1993,409.673,#N/A
30/08/1993,#N/A,#N/A
31/08/1993,417.301,#N/A
01/09/1993,422.825,#N/A
02/09/1993,418.409,#N/A
03/09/1993,417.161,#N/A
06/09/1993,416.128,#N/A
07/09/1993,418.057,#N/A
08/09/1993,422.349,#N/A
09/09/1993,426.11,#N/A
10/09/1993,427.986,#N/A
13/09/1993,428.334,#N/A
14/09/1993,428.366,#N/A
15/09/1993,431.313,#N/A
16/09/1993,430.053,#N/A
17/09/1993,430.357,#N/A
20/09/1993,431.49,#N/A
21/09/1993,430.567,#N/A
22/09/1993,427.756,#N/A
23/09/1993,425.343,#N/A
24/09/1993,421.044,#N/A
27/09/1993,420.903,#N/A
28/09/1993,418.399,#N/A
29/09/1993,419.504,#N/A
30/09/1993,419.961,#N/A
01/10/1993,443.269,#N/A
04/10/1993,446.245,#N/A
05/10/1993,441.571,#N/A
06/10/1993,439.421,#N/A
07/10/1993,436.49,#N/A
08/10/1993,438.547,#N/A
11/10/1993,440.409,#N/A
12/10/1993,443.874,#N/A
13/10/1993,448.98,#N/A
14/10/1993,453.954,#N/A
15/10/1993,454.838,#N/A
18/10/1993,456.795,#N/A
19/10/1993,460.025,#N/A
20/10/1993,463.093,#N/A
21/10/1993,463.308,#N/A
22/10/1993,466.218,#N/A
25/10/1993,464.468,#N/A
26/10/1993,464.64,#N/A
27/10/1993,464.801,#N/A
28/10/1993,465.105,#N/A
29/10/1993,466.147,#N/A
01/11/1993,469.097,#N/A
02/11/1993,474.008,#N/A
03/11/1993,484.251,#N/A
04/11/1993,500.754,#N/A
05/11/1993,507.222,#N/A
08/11/1993,507.777,#N/A
09/11/1993,508.06,#N/A
10/11/1993,510.231,#N/A
11/11/1993,#N/A,#N/A
12/11/1993,512.869,#N/A
15/11/1993,516.812,#N/A
16/11/1993,523.19,#N/A
17/11/1993,533.183,#N/A
18/11/1993,535.25,#N/A
19/11/1993,535.114,#N/A
22/11/1993,536.46,#N/A
23/11/1993,523.314,#N/A
24/11/1993,523.834,#N/A
25/11/1993,524.2,#N/A
26/11/1993,522.417,#N/A
29/11/1993,520.46,#N/A
30/11/1993,518.779,#N/A
01/12/1993,517.859,#N/A
02/12/1993,520.005,#N/A
03/12/1993,521.728,#N/A
06/12/1993,523.536,#N/A
07/12/1993,523.412,#N/A
08/12/1993,523.317,#N/A
09/12/1993,525.317,#N/A
10/12/1993,528.457,#N/A
13/12/1993,527.932,#N/A
14/12/1993,536.08,#N/A
15/12/1993,543.835,#N/A
16/12/1993,553.358,#N/A
17/12/1993,556.947,#N/A
20/12/1993,552.896,#N/A
21/12/1993,552.197,#N/A
22/12/1993,550.072,#N/A
23/12/1993,557.343,#N/A
24/12/1993,560.598,#N/A
27/12/1993,565.941,#N/A
28/12/1993,572.566,#N/A
29/12/1993,587.883,#N/A
30/12/1993,588.765,#N/A
31/12/1993,#N/A,#N/A
03/01/1994,589.646,#N/A
04/01/1994,599.94,#N/A
05/01/1994,612.888,#N/A
06/01/1994,609.321,#N/A
07/01/1994,607.69,#N/A
10/01/1994,#N/A,#N/A
11/01/1994,598.053,#N/A
12/01/1994,585.222,#N/A
13/01/1994,572.024,#N/A
14/01/1994,577.694,#N/A
17/01/1994,587.16,#N/A
18/01/1994,592.014,#N/A
19/01/1994,#N/A,#N/A
20/01/1994,592.944,#N/A
21/01/1994,590.262,#N/A
24/01/1994,588.054,#N/A
25/01/1994,586.567,#N/A
26/01/1994,584.778,#N/A
27/01/1994,590.469,#N/A
28/01/1994,592.646,#N/A
31/01/1994,592.015,#N/A
01/02/1994,591.953,#N/A
02/02/1994,592.974,#N/A
03/02/1994,594.362,#N/A
04/02/1994,601.834,#N/A
07/02/1994,#N/A,#N/A
08/02/1994,587.967,#N/A
09/02/1994,580.652,#N/A
10/02/1994,583.47,#N/A
11/02/1994,586.617,#N/A
14/02/1994,586.746,#N/A
15/02/1994,582.71,#N/A
16/02/1994,574.822,#N/A
17/02/1994,564.694,#N/A
18/02/1994,554.777,#N/A
21/02/1994,543.756,#N/A
22/02/1994,#N/A,#N/A
23/02/1994,551.876,#N/A
24/02/1994,552.519,#N/A
25/02/1994,547.513,#N/A
28/02/1994,546.228,#N/A
01/03/1994,546.41,#N/A
02/03/1994,540.471,#N/A
03/03/1994,530.369,#N/A
04/03/1994,521.377,#N/A
07/03/1994,522.369,#N/A
08/03/1994,521.173,#N/A
09/03/1994,514.571,#N/A
10/03/1994,#N/A,#N/A
11/03/1994,#N/A,#N/A
14/03/1994,#N/A,#N/A
15/03/1994,#N/A,#N/A
16/03/1994,#N/A,#N/A
17/03/1994,509.848,#N/A
18/03/1994,508.876,#N/A
21/03/1994,501.202,#N/A
22/03/1994,485.466,#N/A
23/03/1994,486.903,#N/A
24/03/1994,494.18,#N/A
25/03/1994,490.836,#N/A
28/03/1994,491.051,#N/A
29/03/1994,487.219,#N/A
30/03/1994,492.373,#N/A
31/03/1994,#N/A,#N/A
01/04/1994,#N/A,#N/A
04/04/1994,485.907,#N/A
05/04/1994,480.955,#N/A
06/04/1994,473.964,#N/A
07/04/1994,467.978,#N/A
08/04/1994,463.432,#N/A
11/04/1994,456.913,#N/A
12/04/1994,#N/A,#N/A
13/04/1994,462.368,#N/A
14/04/1994,467.28,#N/A
15/04/1994,472.653,#N/A
18/04/1994,475.771,#N/A
19/04/1994,465.755,#N/A
20/04/1994,458.678,#N/A
21/04/1994,456.563,#N/A
22/04/1994,454.849,#N/A
25/04/1994,454.409,#N/A
26/04/1994,454.323,#N/A
27/04/1994,461.729,#N/A
28/04/1994,465.28,#N/A
29/04/1994,462.4,#N/A
02/05/1994,461.806,#N/A
03/05/1994,460.338,#N/A
04/05/1994,462.644,#N/A
05/05/1994,462.557,#N/A
06/05/1994,463.115,#N/A
09/05/1994,464.284,#N/A
10/05/1994,463.041,#N/A
11/05/1994,465.527,#N/A
12/05/1994,#N/A,#N/A
13/05/1994,467.398,#N/A
16/05/1994,467.86,#N/A
17/05/1994,471.774,#N/A
18/05/1994,477.21,#N/A
19/05/1994,#N/A,#N/A
20/05/1994,487.988,#N/A
23/05/1994,498.36,#N/A
24/05/1994,501.996,#N/A
25/05/1994,#N/A,#N/A
26/05/1994,502.597,#N/A
27/05/1994,504.971,#N/A
30/05/1994,504.489,#N/A
31/05/1994,501.787,#N/A
01/06/1994,494.326,#N/A
02/06/1994,487.106,#N/A
03/06/1994,486.729,#N/A
06/06/1994,486.525,#N/A
07/06/1994,486.111,#N/A
08/06/1994,484.9,#N/A
09/06/1994,485.769,#N/A
10/06/1994,483.048,#N/A
13/06/1994,483.02,#N/A
14/06/1994,482.346,#N/A
15/06/1994,482.09,#N/A
16/06/1994,477.133,#N/A
17/06/1994,476.546,#N/A
20/06/1994,475.726,#N/A
21/06/1994,475.236,#N/A
22/06/1994,473.127,#N/A
23/06/1994,470.957,#N/A
24/06/1994,468.872,#N/A
27/06/1994,464.386,#N/A
28/06/1994,462.413,#N/A
29/06/1994,457.739,#N/A
30/06/1994,457.295,#N/A
01/07/1994,458.736,#N/A
04/07/1994,458.37,#N/A
05/07/1994,456.762,#N/A
06/07/1994,453.687,#N/A
07/07/1994,454.104,#N/A
08/07/1994,452.203,#N/A
11/07/1994,450.446,#N/A
12/07/1994,449.721,#N/A
13/07/1994,453.211,100
14/07/1994,460.293,100.135
15/07/1994,461.828,100.563
18/07/1994,462.477,100.998
19/07/1994,460.635,101.056
20/07/1994,462.539,101.476
21/07/1994,461.137,101.239
22/07/1994,459.072,100.612
25/07/1994,455.115,99.844
26/07/1994,454.358,99.784
27/07/1994,453.368,99.562
28/07/1994,452.968,99.578
29/07/1994,451.084,98.897
01/08/1994,452.721,99.38
02/08/1994,459.238,101.328
03/08/1994,464.852,102.987
04/08/1994,468.725,104.132
05/08/1994,472.801,105.271
08/08/1994,472.409,104.673
09/08/1994,469.922,103.759
10/08/1994,471.69,104.183
11/08/1994,473.529,104.774
12/08/1994,474.996,105.144
15/08/1994,478.034,106.157
16/08/1994,483.595,107.868
17/08/1994,#N/A,#N/A
18/08/1994,492.876,110.469
19/08/1994,492.209,110.233
22/08/1994,492.419,109.795
23/08/1994,496.427,110.679
24/08/1994,498.54,111.125
25/08/1994,502.96,112.421
26/08/1994,505.328,112.913
29/08/1994,507.758,113.602
30/08/1994,509.257,114.063
31/08/1994,510.259,114.334
01/09/1994,512.707,114.776
02/09/1994,#N/A,115.755
05/09/1994,519.416,116.689
06/09/1994,524.5,118.116
07/09/1994,532.053,119.533
08/09/1994,532.842,119.984
09/09/1994,532.355,120.281
12/09/1994,521.235,117.466
13/09/1994,515.7,116.016
14/09/1994,520.311,117.339
15/09/1994,522.028,117.671
16/09/1994,525.627,118.32
19/09/1994,522.053,117.416
20/09/1994,521.719,117.317
21/09/1994,517.079,116.368
22/09/1994,513.159,115.217
23/09/1994,512.57,115.066
26/09/1994,510.185,114.456
27/09/1994,507.239,113.641
28/09/1994,502.125,112.121
29/09/1994,497.237,110.546
30/09/1994,497.97,110.683
03/10/1994,497.898,110.808
04/10/1994,500.722,111.845
05/10/1994,503.636,112.668
06/10/1994,511.458,114.842
07/10/1994,515.047,115.371
10/10/1994,511.863,114.525
11/10/1994,512.384,114.623
12/10/1994,511.422,114.534
13/10/1994,507.181,113.405
14/10/1994,510.338,113.768
17/10/1994,511.337,114.094
18/10/1994,510.626,113.826
19/10/1994,518.971,113.966
20/10/1994,518.761,113.014
21/10/1994,514.972,112.371
24/10/1994,512.478,111.975
25/10/1994,514.533,112.712
26/10/1994,516.322,113.172
27/10/1994,#N/A,113.398
28/10/1994,516.407,113.182
31/10/1994,523.494,115.375
01/11/1994,524.651,115.975
02/11/1994,524.095,115.774
03/11/1994,522.839,115.703
04/11/1994,520.595,115.058
07/11/1994,517.789,114.371
08/11/1994,515.803,114.031
09/11/1994,515.123,113.574
10/11/1994,513.911,113.289
11/11/1994,513.379,112.496
14/11/1994,#N/A,#N/A
15/11/1994,#N/A,#N/A
16/11/1994,514.138,112.146
17/11/1994,512.457,111.774
18/11/1994,509.836,110.704
21/11/1994,506.657,109.975
22/11/1994,498.662,108.434
23/11/1994,482.007,103.423
24/11/1994,488.496,105.154
25/11/1994,487.573,105.416
28/11/1994,486.844,105.301
29/11/1994,485.419,104.829
30/11/1994,482.632,103.663
01/12/1994,482.129,103.484
02/12/1994,471.05,100.385
05/12/1994,470.585,100.014
06/12/1994,466.393,99.138
07/12/1994,462.333,98.427
08/12/1994,461.201,98.012
09/12/1994,454.084,96.028
12/12/1994,447.759,94.763
13/12/1994,447.04,94.39
14/12/1994,453.37,96.338
15/12/1994,458.933,97.288
16/12/1994,458.779,97.353
19/12/1994,459.387,97.962
20/12/1994,#N/A,98.893
21/12/1994,466.404,99.911
22/12/1994,469.288,101.387
23/12/1994,466.727,100.625
26/12/1994,466.272,100.691
27/12/1994,466.153,100.355
28/12/1994,469.64,100.522
29/12/1994,#N/A,#N/A
30/12/1994,#N/A,#N/A
02/01/1995,470.14,100.602
03/01/1995,472.381,101.38
04/01/1995,474.485,102.144
05/01/1995,477.82,103.092
06/01/1995,481.222,104.01
09/01/1995,477.042,102.929
10/01/1995,468.687,100.738
11/01/1995,461.396,99.363
12/01/1995,452.686,97.105
13/01/1995,441.873,94.338
16/01/1995,447.295,96.075
17/01/1995,449.102,96.584
18/01/1995,449.84,96.785
19/01/1995,451.787,97.451
20/01/1995,446.081,95.843
23/01/1995,436.157,93.298
24/01/1995,435.459,93.012
25/01/1995,432.958,92.648
26/01/1995,434.46,93.258
27/01/1995,437.151,94.048
30/01/1995,437.157,93.952
31/01/1995,433.831,92.985
01/02/1995,434.646,93.392
02/02/1995,440.502,94.802
03/02/1995,445.381,96.098
06/02/1995,453.142,98.373
07/02/1995,457.332,99.629
08/02/1995,451.952,98.337
09/02/1995,450.83,98.152
10/02/1995,453.314,98.824
13/02/1995,455.704,99.602
14/02/1995,454.103,99.228
15/02/1995,456.448,99.991
16/02/1995,455.591,100.027
17/02/1995,453.143,99.482
20/02/1995,454.027,99.516
21/02/1995,455.83,99.956
22/02/1995,454.886,99.888
23/02/1995,454.395,99.748
24/02/1995,454.694,99.932
27/02/1995,452.568,99.453
28/02/1995,453.576,99.335
01/03/1995,452.878,99.303
02/03/1995,#N/A,#N/A
03/03/1995,#N/A,#N/A
06/03/1995,#N/A,#N/A
07/03/1995,447.224,98.028
08/03/1995,437.302,95.54
09/03/1995,437.499,95.548
10/03/1995,432.734,94.462
13/03/1995,429.939,93.615
14/03/1995,425.217,92.474
15/03/1995,428.671,93.478
16/03/1995,427.195,93.215
17/03/1995,426.668,93.203
20/03/1995,426.941,93.346
21/03/1995,427.194,93.242
22/03/1995,425.916,92.831
23/03/1995,426.25,93.241
24/03/1995,422.131,92.139
27/03/1995,423.591,92.421
28/03/1995,426.083,93.087
29/03/1995,428.924,93.777
30/03/1995,428.641,93.683
31/03/1995,#N/A,#N/A
03/04/1995,424.49,92.841
04/04/1995,425.203,93.302
05/04/1995,428.547,93.98
06/04/1995,430.851,94.799
07/04/1995,428.989,94.438
10/04/1995,426.115,93.601
11/04/1995,424.091,93.058
12/04/1995,419.995,92.074
13/04/1995,419.452,91.915
14/04/1995,#N/A,#N/A
17/04/1995,417.835,91.519
18/04/1995,414.962,90.918
19/04/1995,414.209,90.692
20/04/1995,414.414,90.864
21/04/1995,419.517,91.919
24/04/1995,420.189,92.332
25/04/1995,421.78,92.647
26/04/1995,419.604,92.182
27/04/1995,417.81,91.714
28/04/1995,416.449,91.308
01/05/1995,415.322,91.222
02/05/1995,420.163,92.391
03/05/1995,423.389,93.309
04/05/1995,424.31,93.699
05/05/1995,427.01,94.545
08/05/1995,428.534,95.133
09/05/1995,434.29,96.773
10/05/1995,#N/A,#N/A
11/05/1995,459.55,103.696
12/05/1995,461.727,104.263
15/05/1995,#N/A,#N/A
16/05/1995,463.498,104.695
17/05/1995,464.604,105.117
18/05/1995,457.844,103.097
19/05/1995,458.707,103.088
22/05/1995,461.389,104.044
23/05/1995,470.768,106.238
24/05/1995,474.826,107.549
25/05/1995,#N/A,#N/A
26/05/1995,473.691,107.005
29/05/1995,472.756,106.593
30/05/1995,475.28,107.177
31/05/1995,#N/A,#N/A
01/06/1995,485.781,110.051
02/06/1995,493.422,111.944
05/06/1995,497.261,112.846
06/06/1995,494.676,112.161
07/06/1995,495.507,112.089
08/06/1995,489.09,110.554
09/06/1995,491.747,111.534
12/06/1995,487.311,110.421
13/06/1995,487.479,110.399
14/06/1995,489.322,110.431
15/06/1995,487.267,109.826
16/06/1995,486.041,109.764
19/06/1995,485.399,109.43
20/06/1995,487.95,109.909
21/06/1995,486.374,109.666
22/06/1995,490.245,110.662
23/06/1995,491.659,110.893
26/06/1995,489.814,110.471
27/06/1995,489.643,110.373
28/06/1995,489.345,110.39
29/06/1995,491.786,111.208
30/06/1995,492.019,111.119
03/07/1995,491.553,110.907
04/07/1995,493.35,111.192
05/07/1995,498.588,112.295
06/07/1995,499.48,112.446
07/07/1995,509.136,115.027
10/07/1995,510.488,115.359
11/07/1995,507.507,114.486
12/07/1995,507.227,114.56
13/07/1995,509.537,115.032
14/07/1995,508.264,114.819
17/07/1995,511.873,115.201
18/07/1995,509.946,114.628
19/07/1995,504.5,113.675
20/07/1995,507.427,114.07
21/07/1995,510.927,114.942
24/07/1995,509.532,114.794
25/07/1995,508.942,114.43
26/07/1995,509.942,114.792
27/07/1995,510.729,114.763
28/07/1995,512.509,115.473
31/07/1995,511.937,115.435
01/08/1995,507.898,115.329
02/08/1995,512.562,115.908
03/08/1995,512.576,116.124
04/08/1995,510.126,116.098
07/08/1995,515.741,116.571
08/08/1995,513.61,116.968
09/08/1995,#N/A,#N/A
10/08/1995,514.996,116.455
11/08/1995,519.175,117.833
14/08/1995,515.93,116.992
15/08/1995,514.874,116.776
16/08/1995,510.389,115.525
17/08/1995,#N/A,#N/A
18/08/1995,500.65,113.358
21/08/1995,497.508,112.794
22/08/1995,499.119,112.881
23/08/1995,502.072,113.768
24/08/1995,500.341,113.146
25/08/1995,500.597,113.287
28/08/1995,501.173,113.298
29/08/1995,504.012,114.006
30/08/1995,506.633,114.852
31/08/1995,500.746,113.179
01/09/1995,501.779,113.452
04/09/1995,500.544,113.139
05/09/1995,496.406,112.138
06/09/1995,493.146,111.261
07/09/1995,491.438,110.813
08/09/1995,489.997,110.477
11/09/1995,485.37,109.495
12/09/1995,487.261,110.337
13/09/1995,493.602,111.837
14/09/1995,495.42,112.496
15/09/1995,495.323,112.419
18/09/1995,494.209,112.154
19/09/1995,493.184,111.885
20/09/1995,492.953,111.795
21/09/1995,493.6,111.97
22/09/1995,492.809,111.611
25/09/1995,493.553,111.663
26/09/1995,493.059,111.534
27/09/1995,490.212,110.814
28/09/1995,491.08,111.193
29/09/1995,493.24,111.287
02/10/1995,490.563,110.737
03/10/1995,487.8,110.284
04/10/1995,492.653,111.622
05/10/1995,495.006,112.242
06/10/1995,496.294,112.602
09/10/1995,496.729,112.943
10/10/1995,495.994,112.727
11/10/1995,496.284,112.911
12/10/1995,494.524,112.682
13/10/1995,496.563,113.036
16/10/1995,496.012,113.051
17/10/1995,498.85,113.939
18/10/1995,498.49,113.987
19/10/1995,499.078,114.697
20/10/1995,500.442,114.65
23/10/1995,498.959,114.345
24/10/1995,498.022,114.076
25/10/1995,497.183,113.796
26/10/1995,497.154,113.666
27/10/1995,494.467,112.815
30/10/1995,490.309,111.81
31/10/1995,488.446,110.996
01/11/1995,487.991,110.747
02/11/1995,486.483,110.311
03/11/1995,488.321,110.77
06/11/1995,489.016,111.164
07/11/1995,489.01,111.506
08/11/1995,487.458,110.791
09/11/1995,481.413,109.086
10/11/1995,474.59,108.671
13/11/1995,467.351,106.287
14/11/1995,469.286,105.638
15/11/1995,460.812,103.515
16/11/1995,459.898,102.679
17/11/1995,456.342,101.118
20/11/1995,453.132,100.188
21/11/1995,454.051,100.915
22/11/1995,458.748,102.018
23/11/1995,469.607,103.986
24/11/1995,468.93,103.759
27/11/1995,472.926,104.031
28/11/1995,473.771,104.592
29/11/1995,478.632,106.47
30/11/1995,481.732,107.651
01/12/1995,486.721,109.706
04/12/1995,493.918,111.504
05/12/1995,496.778,112.221
06/12/1995,496.225,112.301
07/12/1995,502.615,113.314
08/12/1995,506.116,112.549
11/12/1995,500.004,110.622
12/12/1995,496.984,109.882
13/12/1995,491.618,108.401
14/12/1995,489.964,107.8
15/12/1995,492.326,108.217
18/12/1995,493.413,108.133
19/12/1995,491.736,107.969
20/12/1995,#N/A,#N/A
21/12/1995,504.979,110.814
22/12/1995,512.787,113.242
25/12/1995,#N/A,#N/A
26/12/1995,515.653,113.491
27/12/1995,512.866,112.578
28/12/1995,513.847,112.108
29/12/1995,#N/A,#N/A
01/01/1996,#N/A,#N/A
02/01/1996,512.478,111.637
03/01/1996,519.835,113.451
04/01/1996,532.8,116.954
05/01/1996,533.28,117.102
08/01/1996,533.102,116.963
09/01/1996,530.812,116.277
10/01/1996,528.641,115.739
11/01/1996,533.779,117.165
12/01/1996,550.989,121.709
15/01/1996,563.904,125.053
16/01/1996,558.433,123.609
17/01/1996,557.006,123.214
18/01/1996,557.708,123.378
19/01/1996,562.354,124.474
22/01/1996,571.323,126.676
23/01/1996,574.3,127.304
24/01/1996,569.958,126.144
25/01/1996,570.131,126.188
26/01/1996,566.858,125.336
29/01/1996,565.709,125.147
30/01/1996,569.173,126.042
31/01/1996,578.555,128.281
01/02/1996,581.055,128.864
02/02/1996,587.568,130.524
05/02/1996,591.141,131.008
06/02/1996,592.918,131.52
07/02/1996,591.358,131.219
08/02/1996,592.648,131.506
09/02/1996,581.01,128.526
12/02/1996,577.475,127.638
13/02/1996,584.821,129.613
14/02/1996,590.2,130.891
15/02/1996,590.766,130.895
16/02/1996,595.527,132.175
19/02/1996,#N/A,#N/A
20/02/1996,#N/A,#N/A
21/02/1996,#N/A,#N/A
22/02/1996,#N/A,#N/A
23/02/1996,#N/A,#N/A
26/02/1996,594.205,131.651
27/02/1996,597.36,132.306
28/02/1996,595.276,131.718
29/02/1996,585.209,129.134
01/03/1996,589.113,130.199
04/03/1996,592.047,130.858
05/03/1996,591.483,130.742
06/03/1996,587.874,129.756
07/03/1996,581.544,128.057
08/03/1996,568.098,124.835
11/03/1996,544.539,118.893
12/03/1996,560.862,122.91
13/03/1996,560.129,122.742
14/03/1996,569.907,125.002
15/03/1996,576.79,126.561
18/03/1996,578.855,127.016
19/03/1996,587.346,129.033
20/03/1996,585.979,128.598
21/03/1996,#N/A,#N/A
22/03/1996,586.022,128.522
25/03/1996,585.927,128.492
26/03/1996,585.883,128.349
27/03/1996,587.066,128.51
28/03/1996,585.705,127.924
29/03/1996,#N/A,#N/A
01/04/1996,587.604,128.417
02/04/1996,588.273,128.451
03/04/1996,595.064,129.912
04/04/1996,605.087,132.49
05/04/1996,#N/A,#N/A
08/04/1996,597.643,130.507
09/04/1996,597.353,130.116
10/04/1996,603.936,131.427
11/04/1996,605.337,131.78
12/04/1996,607.05,132.181
15/04/1996,612.996,133.711
16/04/1996,619.261,135.251
17/04/1996,624.17,136.521
18/04/1996,620.974,135.604
19/04/1996,624.534,136.509
22/04/1996,628.386,137.517
23/04/1996,627.829,137.424
24/04/1996,630.219,137.715
25/04/1996,625.38,136.236
26/04/1996,628.241,136.899
29/04/1996,625.326,136.217
30/04/1996,623.909,135.829
01/05/1996,629.472,137.144
02/05/1996,622.863,135.502
03/05/1996,608.121,131.749
06/05/1996,599.672,129.326
07/05/1996,613.84,132.718
08/05/1996,615.525,133.203
09/05/1996,620.272,134.321
10/05/1996,619.28,134.039
13/05/1996,621.494,134.585
14/05/1996,618.023,133.834
15/05/1996,619.837,134.513
16/05/1996,#N/A,#N/A
17/05/1996,621.398,134.982
20/05/1996,617.692,134.156
21/05/1996,617.294,133.744
22/05/1996,616.391,133.744
23/05/1996,617.32,133.926
24/05/1996,618.061,134.113
27/05/1996,620.668,134.603
28/05/1996,620.986,134.504
29/05/1996,622.485,134.953
30/05/1996,617.242,133.673
31/05/1996,617.466,133.702
03/06/1996,624.477,135.519
04/06/1996,615.919,133.32
05/06/1996,616.078,133.451
06/06/1996,613.219,132.887
07/06/1996,612.766,132.704
10/06/1996,611.692,132.605
11/06/1996,608.528,131.912
12/06/1996,596.097,128.61
13/06/1996,581.527,124.898
14/06/1996,592.362,127.784
17/06/1996,590.734,127.448
18/06/1996,588.232,126.642
19/06/1996,583.175,125.554
20/06/1996,580.674,124.964
21/06/1996,572.85,122.95
24/06/1996,578.773,124.506
25/06/1996,584.207,125.913
26/06/1996,592.785,128.141
27/06/1996,592.038,127.784
28/06/1996,594.259,128.095
01/07/1996,596.281,128.615
02/07/1996,594.408,128.022
03/07/1996,594.071,127.961
04/07/1996,588.612,126.715
05/07/1996,575.05,123.49
08/07/1996,573.832,123.179
09/07/1996,574.89,123.271
10/07/1996,577.956,123.871
11/07/1996,579.691,124.144
12/07/1996,579.947,124.221
15/07/1996,579.011,123.788
16/07/1996,573.327,122.144
17/07/1996,576.266,122.897
18/07/1996,576.329,123.122
19/07/1996,580.074,123.997
22/07/1996,579.763,123.785
23/07/1996,578.185,123.445
24/07/1996,571.726,121.572
25/07/1996,568.447,120.866
26/07/1996,561.309,119.326
29/07/1996,540.738,114.425
30/07/1996,533.481,112.518
31/07/1996,536.029,113.129
01/08/1996,548.936,116.291
02/08/1996,560.962,119.395
05/08/1996,562.834,119.882
06/08/1996,554.79,117.596
07/08/1996,553.943,117.349
08/08/1996,548.181,115.866
09/08/1996,547.714,115.741
12/08/1996,543.945,114.804
13/08/1996,537.51,113.368
14/08/1996,535.9,112.924
15/08/1996,532.409,111.928
16/08/1996,536.731,112.75
19/08/1996,537.077,112.795
20/08/1996,539.605,113.344
21/08/1996,542.201,114.067
22/08/1996,544.282,114.552
23/08/1996,549.212,116.042
26/08/1996,552.74,117.053
27/08/1996,549.52,116.372
28/08/1996,548.425,115.93
29/08/1996,550.028,116.304
30/08/1996,547.61,115.656
02/09/1996,545.02,115.32
03/09/1996,540.541,114.465
04/09/1996,546.001,115.694
05/09/1996,543.033,114.893
06/09/1996,543.751,114.936
09/09/1996,542.517,114.418
